regulation_id,regulation_short_code,document_type,document_number,title_en,title_si,title_ta,summary_en,summary_si,summary_ta,principal_act_amended,cabinet_approval_date,bill_published_date,gazette_published_date,effective_date,domain_code,change_category,severity_level,is_sme_relevant,penalty_range_lkr,real_world_example_en,real_world_example_si,real_world_example_ta,source_url,expert_verified,expert_verified_by,expert_verified_at,sme_relevance_confidence,is_active,status,raw_pdf_path,gazette_number,raw_text,extraction_method,extracted_at,cleaned_text,amendment_type,created_at,updated_at,__quarter
00f95f03-b601-4565-b467-36b16a344726,2481_07,extraordinary_gazette,2481/07,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2481/07)",1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය,1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,2026-03-24,2026-03-24,2026-03-24,lands,procedural_change,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2481_07.pdf,2481/07,,pdfplumber,2026-05-18T12:32:59Z,,,2026-05-18T12:32:59Z,2026-05-18T12:32:59Z,2026-Q1
dd6c5f24-fadb-4163-957d-8842a1654d9e,2473_26,extraordinary_gazette,2473/26,Fauna and Flora Protection Ordinance — Wildlife regulation (Gazette 2473/26),වන සත්ව සහ වෘක්ෂලතා ආරක්ෂණ ආඥා පනත (469 වන අධිකාරිය) - වන ජීවී නියාමන,"தாவர, விலங்கினப் பாதுகாப்புக் கட்டளைச் சட்டம் (அதிகாரம் 469) - வனவிலங்கு ஒழுங்குமுறை","Regulation under the Fauna and Flora Protection Ordinance (Chapter 469), typically designating a managed reserve (e.g. Elephant Managed Reserve) and imposing land-use and development controls within the area.",,,Fauna and Flora Protection Ordinance (Chapter 469),,2026-01-30,2026-01-30,2026-01-30,environment,new_obligation,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2473_26.pdf,2473/26,,pdfplumber,2026-05-18T08:04:09Z,,,2026-05-18T08:04:09Z,2026-05-18T08:04:09Z,2026-Q1
64ab7693-3992-45fe-a81b-6b2193db8e19,2484_01,extraordinary_gazette,2484/01,Customs Ordinance — Customs notice (Gazette 2484/01),,,"Customs notice issued under the Customs Ordinance, affecting duties, exemptions or trade controls.",,,Customs Ordinance,,2026-04-13,2026-04-13,2026-04-13,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2484_01.pdf,2484/01,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
00c67cf9-5de4-4ddf-9514-009915dd9df2,2483_80,extraordinary_gazette,2483/80,Customs Ordinance (Chapter 235) — Customs notification (Gazette 2483/80),,,"Notification published under the Customs Ordinance (Chapter 235), Section 10, covering import/export duties, prohibitions, or related customs matters.",,,Customs Ordinance (Chapter 235),,2025-04-10,2025-04-10,2025-04-10,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_80.pdf,2483/80,[see raw_pdf_path],pdfplumber,2026-05-18T16:08:22Z,,,2026-05-18T16:08:22Z,2026-05-18T16:08:22Z,2025-Q2
ea82017e-8cb6-43fc-a066-92761f2bab55,2485_29,extraordinary_gazette,2485/29,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2485/29)",,,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,2026-04-21,2026-04-21,2026-04-21,lands,procedural_change,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2485_29.pdf,2485/29,[see raw_pdf_path],pdfplumber,2026-05-18T16:13:01Z,,,2026-05-18T16:13:01Z,2026-05-18T16:13:01Z,2026-Q2
d331eb4b-c90e-4e20-b0d8-c0ed57a00dd1,2486_02,extraordinary_gazette,2486/02,Extraordinary Gazette 2486/02 — Government notice,,,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-04-27,2026-04-27,2026-04-27,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2486_02.pdf,2486/02,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
33a0f481-4dfa-4440-9f34-ccfff3b01900,2483_06,extraordinary_gazette,2483/06,Extraordinary Gazette 2483/06 — Government notice,,,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-04-07,2026-04-07,2026-04-07,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_06.pdf,2483/06,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
4fcdc635-5187-4b17-8ec7-62ce6534e40d,2484_03,extraordinary_gazette,2484/03,Extraordinary Gazette 2484/03 — Government notice,,,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-04-16,2026-04-16,2026-04-16,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2484_03.pdf,2484/03,[see raw_pdf_path],pdfplumber,2026-05-18T16:13:01Z,,,2026-05-18T16:13:01Z,2026-05-18T16:13:01Z,2026-Q2
87022421-c884-404e-bdf7-84accf36c339,2483_02,extraordinary_gazette,2483/02,Extraordinary Gazette 2483/02 — Government notice,,,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-04-07,2026-04-07,2026-04-07,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_02.pdf,2483/02,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
2dca657e-496b-4218-a830-3905da5fca20,2485_01,extraordinary_gazette,2485/01,Customs Ordinance (Chapter 235) — Customs notification (Gazette 2485/01),,,"Notification published under the Customs Ordinance (Chapter 235), Section 10, covering import/export duties, prohibitions, or related customs matters.",,,Customs Ordinance (Chapter 235),,2026-04-20,2026-04-20,2026-04-20,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2485_01.pdf,2485/01,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
f56d8d98-3043-44e1-8a39-8057ccca4c0d,2481_13,extraordinary_gazette,2481/13,Extraordinary Gazette 2481/13 — Government notice,අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම,அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-03-26,2026-03-26,2026-03-26,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2481_13.pdf,2481/13,,pdfplumber,2026-05-18T12:41:27Z,,,2026-05-18T12:41:27Z,2026-05-18T12:41:27Z,2026-Q1
449d4674-915f-4fb4-a69a-ad6ea98855c9,2471_51,extraordinary_gazette,2471/51,"Sri Lanka Anti-Doping Agency Act, No. 33 of 2013 — Anti-doping regulation (Gazette 2471/51)",2013 අංක 33 දරන ක්‍රීඩාවල යෙදීදී උත්තේතේජක ද්‍රවය ගැනීමට එරෙහි සම්මුති පනත - උත්තේතේජක ද්‍රවය නියාමන,2013 ஆம் ஆண்டின் 33 ஆம் இலக்க இலங்கை ஊக்க மருந்து எதிர்ப்பு முகவராண்மை சட்டம் - ஊக்க மருந்து ஒழுங்குமுறை,"Notice under the Sri Lanka Anti-Doping Agency Act, No. 33 of 2013 (as amended by Act No. 21 of 2025) covering anti-doping rules and prohibited-substance lists for sport.",,,"Sri Lanka Anti-Doping Agency Act, No. 33 of 2013",,2026-01-16,2026-01-16,2026-01-16,welfare,new_obligation,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2471_51.pdf,2471/51,,pdfplumber,2026-05-18T09:14:10Z,,,2026-05-18T09:14:10Z,2026-05-18T09:14:10Z,2026-Q1
b1f41575-8784-46a6-903d-9e4bb247968a,2483_70,extraordinary_gazette,2483/70,Customs Ordinance (Chapter 235) — Customs notification (Gazette 2483/70),,,"Notification published under the Customs Ordinance (Chapter 235), Section 10, covering import/export duties, prohibitions, or related customs matters.",,,Customs Ordinance (Chapter 235),,2026-04-10,2026-04-10,2026-04-10,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_70.pdf,2483/70,[see raw_pdf_path],pdfplumber,2026-05-18T16:13:00Z,,,2026-05-18T16:13:00Z,2026-05-18T16:13:00Z,2026-Q2
b459237f-9e18-45fa-bd4e-40a2634417b9,2483_26,extraordinary_gazette,2483/26,Extraordinary Gazette 2483/26 — Government notice,,,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-04-10,2026-04-10,2026-04-10,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_26.pdf,2483/26,[see raw_pdf_path],pdfplumber,2026-05-18T16:08:22Z,,,2026-05-18T16:08:22Z,2026-05-18T16:08:22Z,2026-Q2
cb8f11df-d138-41dd-ae6c-222d04f23c1a,2483_01,extraordinary_gazette,2483/01,Customs Ordinance — Customs notice (Gazette 2483/01),,,"Customs notice issued under the Customs Ordinance, affecting duties, exemptions or trade controls.",,,Customs Ordinance,,2026-04-06,2026-04-06,2026-04-06,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_01.pdf,2483/01,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
acf39f4b-ba4e-445f-8393-e4c5b1f32e59,2484_36,extraordinary_gazette,2484/36,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2484/36)",,,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,2026-04-18,2026-04-18,2026-04-18,lands,procedural_change,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2484_36.pdf,2484/36,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
f4de769d-514f-4e62-bde6-971c74b51271,2480_24,extraordinary_gazette,2480/24,"Urban Development Authority Act, No. 4 of 1982 — Development plan approval (Gazette 2480/24)",1982 අංක 4 දරන නාගරික සංවර්ධන අධිකාරිය පනත - සංවර්ධන සැලැස්ම අනුමත කිරීම,1982 ஆம் ஆண்டின் 4 ஆம் இலக்க நகர அபிவிருத்தி அதிகாரசபை சட்டம் - அபிவிருத்தித் திட்ட அங்கீகாரம்,"Approval of an Urban Development Area development plan under Section 8(H) of the Urban Development Authority Act, No. 4 of 1982 by the Minister of Transport, Highways and Urban Development.",,,"Urban Development Authority Act, No. 4 of 1982",,2026-03-19,2026-03-19,2026-03-19,local_government,new_obligation,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2480_24.pdf,2480/24,,pdfplumber,2026-05-18T12:41:26Z,,,2026-05-18T12:41:26Z,2026-05-18T12:41:26Z,2026-Q1
016c2f7a-cb65-4b35-9a5b-761521b13112,2474_41,extraordinary_gazette,2474/41,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2474/41)",1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය,1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,2026-02-05,2026-02-05,2026-02-05,lands,procedural_change,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2474_41.pdf,2474/41,,pdfplumber,2026-05-18T08:51:34Z,,,2026-05-18T08:51:34Z,2026-05-18T08:51:34Z,2026-Q1
8e5cba84-525f-4a81-8419-49aa40d4a174,2484_28,extraordinary_gazette,2484/28,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2484/28)",,,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,2026-04-17,2026-04-17,2026-04-17,lands,procedural_change,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2484_28.pdf,2484/28,[see raw_pdf_path],pdfplumber,2026-05-18T16:13:01Z,,,2026-05-18T16:13:01Z,2026-05-18T16:13:01Z,2026-Q2
232b514a-c490-47c3-8c9c-616fc607197b,2483_48,extraordinary_gazette,2483/48,Customs Ordinance (Chapter 235) — Customs notification (Gazette 2483/48),,,"Notification published under the Customs Ordinance (Chapter 235), Section 10, covering import/export duties, prohibitions, or related customs matters.",,,Customs Ordinance (Chapter 235),,2026-04-10,2026-04-10,2026-04-10,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_48.pdf,2483/48,[see raw_pdf_path],pdfplumber,2026-05-18T16:08:22Z,,,2026-05-18T16:08:22Z,2026-05-18T16:08:22Z,2026-Q2
66fc56ca-50a0-491d-a690-51301e5ffe6f,2481_29,extraordinary_gazette,2481/29,"Public Security Ordinance (Chapter 40), Section 2 — Presidential Proclamation of public emergency (Gazette 2481/29)",මහජන ආරක්ෂණ ආඥා පනත (40 වන අධිකාරිය) - 2 වගන්තිය යටතේ මහජන හදිසි අවස්ථා ප්‍රකාශය,பொதுமக்கள் பாதுகாப்புக் கட்டளைச் சட்டம் (40 ஆம் அத்தியாயம்) - 2 ஆம் பிரிவின் கீழ் பொது அவசர நிலை பிரகடனம்,Presidential Proclamation under Section 2 of the Public Security Ordinance (Chapter 40) declaring a public emergency in Sri Lanka. Part I — General.,,,Public Security Ordinance (Chapter 40),,2026-03-28,2026-03-28,2026-03-28,public_security,new_obligation,5,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2481_29.pdf,2481/29,,pdfplumber,2026-05-18T12:32:59Z,,,2026-05-18T12:32:59Z,2026-05-18T12:32:59Z,2026-Q1
19e2fff7-02e8-41fa-b5a5-54d15b1e564a,2478_51,extraordinary_gazette,2478/51,"Provincial Councils Act, No. 42 of 1987 — Provincial appointment / notice (Gazette 2478/51)",,,"Notice under Section 32(1) or related sections of the Provincial Councils Act, No. 42 of 1987 covering provincial appointments, allocations or by-laws. Part IV(A) — Provincial Councils.",,,"Provincial Councils Act, No. 42 of 1987",,2026-05-31,2026-05-31,2026-05-31,provincial_councils,procedural_change,1,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2478_51.pdf,2478/51,[see raw_pdf_path],pdfplumber,2026-05-18T13:06:20Z,,,2026-05-18T13:06:20Z,2026-05-18T13:06:20Z,2026-Q2
c2d5af0b-0cee-41fd-a941-2be11b1a8005,2471_46,extraordinary_gazette,2471/46,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2471/46)",1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය,1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,2026-01-14,2026-01-14,2026-01-14,lands,procedural_change,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2471_46.pdf,2471/46,,pdfplumber,2026-05-18T08:04:09Z,,,2026-05-18T08:04:09Z,2026-05-18T08:04:09Z,2026-Q1
64cc15df-c0db-4bac-9865-278e8c7c0aba,2483_63,extraordinary_gazette,2483/63,Customs Ordinance (Chapter 235) — Customs notification (Gazette 2483/63),,,"Notification published under the Customs Ordinance (Chapter 235), Section 10, covering import/export duties, prohibitions, or related customs matters.",,,Customs Ordinance (Chapter 235),,2026-04-10,2026-04-10,2026-04-10,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_63.pdf,2483/63,[see raw_pdf_path],pdfplumber,2026-05-18T16:08:23Z,,,2026-05-18T16:08:23Z,2026-05-18T16:08:23Z,2026-Q2
da5a0946-79fa-4b08-a992-720dcb7f483e,2483_83,extraordinary_gazette,2483/83,Customs Ordinance — Customs notice (Gazette 2483/83),,,"Customs notice issued under the Customs Ordinance, affecting duties, exemptions or trade controls.",,,Customs Ordinance,,2026-04-10,2026-04-10,2026-04-10,customs,rate_change,4,True,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_83.pdf,2483/83,[see raw_pdf_path],pdfplumber,2026-05-18T16:08:23Z,,,2026-05-18T16:08:23Z,2026-05-18T16:08:23Z,2026-Q2
575333f1-e2b8-4919-844d-bfc724050483,2483_42,extraordinary_gazette,2483/42,Extraordinary Gazette 2483/42 — Government notice,,,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-03-30,2026-03-30,2026-03-30,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_42.pdf,2483/42,[see raw_pdf_path],pdfplumber,2026-05-18T16:08:22Z,,,2026-05-18T16:08:22Z,2026-05-18T16:08:22Z,2026-Q1
72e60f14-2499-468a-8ec5-7400c5112643,2484_04,extraordinary_gazette,2484/04,Extraordinary Gazette 2484/04 — Government notice,,,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,2026-03-27,2026-03-27,2026-03-27,general,other,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2484_04.pdf,2484/04,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q1
992f59bc-c611-4373-81aa-6ff1ed4cc86a,2483_16,extraordinary_gazette,2483/16,Local Authorities Elections Ordinance — Election Commission notice (Gazette 2483/16),,,"Notice published under the Local Authorities Elections Ordinance (Chapter 262, as amended by Act No. 22 of 2012 and Act No. 16 of 2017) by the Election Commission covering local authority elections, vacancy filling, or member nominations. Part IV(B) — Local Government.",,,"Local Authorities Elections Ordinance (Chapter 262, as amended by Act No. 22 of 2012)",,2026-04-10,2026-04-10,2026-04-10,elections,procedural_change,2,False,,,,,https://www.documents.gov.lk,False,,,,True,extracted,m1/raw/2483_16.pdf,2483/16,[see raw_pdf_path],pdfplumber,2026-05-18T15:33:29Z,,,2026-05-18T15:33:29Z,2026-05-18T15:33:29Z,2026-Q2
